LATd,LONd,ALTm,Hdop,HhMmSs,iHhMmSs,H1mS_m,H1ppt,P1mS_m,P1ppt,V,C,Pdeg,Rdeg,Xgal,Ygal,Zgal,XmuT,YmuT,ZmuT,ihHhMmSs,HhmS_m,Hhppt,PhmS_m,Phppt
-32.5050376,116.9645745,290,3.900000095,104806.998,152457,39,1.58,16.3,1.49,12.91,33.1,2.7,4.3,-48,79,1049,14.5,-7.8,42.2,152457,17.3,0.48,-0.4,-0.02
-32.5050819,116.964549,290,3.900000095,104807.987,152458,40.5,1.43,16.6,1.53,12.91,33.1,2.3,4.4,-42,79,1040,14.5,-7.9,42.2,152458,18.4,0.43,-0.4,-0.01
-32.5051227,116.964522,291,3.900000095,104808.997,152459,42.5,1.28,17.6,1.53,12.91,33.1,3.1,5.3,-52,90,984,14.5,-7.3,42.2,152459,19.8,0.4,-0.4,0
-32.5051633,116.9645067,291,3.900000095,104809.976,152500,50.1,1.31,22.1,1.43,12.91,33.1,2,4.4,-36,78,1026,14.9,-7.5,42,152500,24.4,0.36,-0.2,0
-32.5052125,116.964488,291,3.900000095,104810.97,152501,62.8,1.38,28.4,1.48,12.91,33.1,3.6,5,-60,82,952,14.4,-7.4,42.2,152501,31.2,0.38,0,-0.01
-32.5052596,116.9644792,292,3.900000095,104812.002,152502,72.7,1.3,33.6,1.57,12.91,33.1,3.2,4.4,-51,70,916,14.4,-8.2,42.2,152502,36.8,0.41,0.2,0.01
-32.5053138,116.9644591,293,3.900000095,104812.986,152503,79.7,1.29,36.5,1.58,12.91,33.1,2.3,3.9,-42,71,1038,15,-7.5,42,152503,40.5,0.47,0.4,0.01
-32.505362,116.9644486,293,3.900000095,104813.984,152504,89.8,1.41,42.8,1.6,12.91,33.1,2.4,4.6,-43,84,1049,14.8,-7.3,42.1,152504,47.3,0.54,0.7,0.01
-32.5054166,116.9644249,293,3.900000095,104815.008,152505,85.9,1.53,38.2,1.54,12.91,33.1,2.7,4.1,-48,73,1032,14.9,-7.5,42.1,152505,43.9,0.59,0.5,0
-32.5054634,116.9644025,294,3.900000095,104816.018,152506,83.7,1.61,35.5,1.54,12.91,33.1,2.4,4.3,-42,76,1020,14.8,-7.5,42.1,152506,41.6,0.57,0.3,-0.01
-32.5055155,116.9643869,294,3.900000095,104816.988,152507,76.9,1.56,32.4,1.52,12.91,33.1,3.3,4.1,-55,68,953,14.6,-7.4,42.1,152507,38.2,0.51,0.2,-0.01
-32.505562,116.9643702,295,3.900000095,104818.052,152508,79,1.59,37,1.54,12.91,33.1,4.9,4.3,-68,59,802,14.6,-8.6,42.1,152508,41.3,0.49,0.5,-0.01
-32.5056101,116.9643472,294,3.900000095,104819.078,152509,76.4,1.38,35.3,1.58,12.91,33.1,3.1,3.6,-51,60,951,14.8,-7.2,42.1,152509,39,0.43,0.4,0
-32.5056522,116.9643257,293,3.900000095,104820.113,152510,75.9,1.23,35.8,1.58,12.91,33.1,3,4.3,-54,78,1042,14.7,-7.7,42.1,152510,40,0.41,0.5,0.01
-32.5057008,116.9643063,294,3.900000095,104821.04,152511,91.1,1.05,46.4,1.53,12.91,33.1,2.4,4.1,-42,72,1025,14.8,-7.7,42.1,152511,49,0.31,0.9,0.02
-32.5057493,116.9642822,294,3.900000095,104821.992,152512,86.4,1.08,39.8,1.48,12.91,33.1,2.2,4.5,-39,81,1041,14.7,-7.8,42.1,152512,45.2,0.29,0.6,0.02
-32.5057897,116.9642644,293,3.900000095,104822.975,152513,83,1.08,41.6,1.51,12.91,33.1,4.4,4.9,-58,65,761,14.3,-8.8,42.2,152513,44.6,0.28,0.6,0.02
-32.5058415,116.9642499,293,3.900000095,104824.002,152514,56.8,1.15,27.8,1.46,12.91,33.1,2.6,5,-48,91,1036,14.4,-7.5,42.3,152514,29.5,0.33,0.1,0.01
-32.5058835,116.9642326,294,3.900000095,104824.978,152515,44.3,0.98,23.3,1.48,12.91,33.1,3.5,4.9,-61,86,1010,14.3,-7.3,42.3,152515,23.5,0.27,-0.1,0.02
-32.5059288,116.9642166,295,3.900000095,104825.994,152516,38.7,1.07,20.1,1.46,12.91,33.1,3.1,4,-49,64,920,14.6,-7.7,42.2,152516,19.1,0.26,-0.3,0.01
-32.505978,116.964205,298,3.900000095,104827.009,152517,35,1.16,17.8,1.45,12.91,33.1,2.6,3.5,-46,62,1032,14.7,-7.7,42.1,152517,16.7,0.28,-0.4,0
-32.5060158,116.9641841,297,3.900000095,104828.006,152518,38.5,1.05,20.6,1.45,12.91,33.1,2.4,4.2,-43,77,1048,14.6,-7.2,42.2,152518,19.1,0.22,-0.2,0.01
-32.5060642,116.9641638,298,3.900000095,104828.971,152519,34.9,0.86,18,1.41,12.91,33.1,4,4.3,-72,77,1036,13.9,-7.6,42.4,152519,17.1,0.17,-0.4,0.02
-32.5061084,116.9641375,297,3.900000095,104829.998,152520,29.6,0.91,14.6,1.41,12.91,33.1,3.4,4.1,-62,75,1046,14.2,-7.5,42.3,152520,13.9,0.19,-0.5,0.02
-32.5061607,116.9641184,297,3.900000095,104830.986,152521,30.9,0.88,15.6,1.38,12.91,33.1,3.5,3.8,-64,70,1046,14,-7.7,42.4,152521,15,0.16,-0.5,0.02
-32.5062068,116.9641043,297,3.900000095,104831.971,152522,35.4,0.88,17.3,1.37,12.91,33.1,2.5,3.6,-46,66,1055,14.4,-8.4,42.2,152522,17.3,0.17,-0.4,0.02
-32.5062523,116.9640917,298,3.900000095,104832.988,152523,39.4,0.86,21,1.4,12.91,33.1,2.8,3.1,-51,56,1053,14.1,-8.5,42.3,152523,19.6,0.17,-0.3,0.02
-32.5062985,116.9640681,299,3.900000095,104833.985,152524,35,0.87,20.5,1.41,12.91,33.1,3.1,3.3,-56,59,1039,13.9,-9,42.3,152524,18,0.19,-0.2,0.02
-32.5063466,116.9640431,299,3.900000095,104834.997,152525,27.9,0.89,15.7,1.45,12.91,33.1,3.6,3.3,-65,58,1023,13.7,-8.5,42.4,152525,13.5,0.18,-0.5,0.02
-32.5063891,116.9640261,299,3.900000095,104835.999,152526,24.9,0.92,14.6,1.42,12.91,33.1,3.1,3.6,-55,65,1022,13.9,-8.2,42.4,152526,11.9,0.18,-0.4,0.02
-32.5064351,116.9640008,300,3.900000095,104836.982,152527,25.1,0.9,13.6,1.39,12.91,33.1,3.3,3.4,-60,60,1036,13.6,-8.5,42.5,152527,11.7,0.17,-0.5,0.02
-32.5064832,116.9639804,300,3.900000095,104837.979,152528,30.8,0.88,18.2,1.42,12.91,33.1,3.4,3.5,-62,63,1044,13.6,-8.7,42.5,152528,15.2,0.17,-0.4,0.02
-32.5065218,116.9639609,299,3.900000095,104839.022,152529,28.7,0.91,17.2,1.44,12.91,33.1,4.2,3.2,-75,56,1014,13.3,-8.6,42.6,152529,14,0.2,-0.3,0.02
-32.5065623,116.9639511,299,3.900000095,104840.004,152530,19.7,0.95,12.8,1.45,12.91,33.1,6.5,3.1,-99,46,869,13.2,-9,42.6,152530,8.7,0.23,-0.5,0.02
-32.5066092,116.9639348,300,3.900000095,104840.984,152531,10.7,1.06,5.5,1.36,12.91,33.1,4.4,3,-81,53,1041,13.4,-8.8,42.5,152531,1.1,0.31,-0.9,0.01
-32.5066574,116.9639166,300,3.900000095,104841.992,152532,11.9,1.2,7.5,1.47,12.91,33.1,3.9,3,-68,54,1014,13.6,-8.6,42.5,152532,0.6,0.42,-0.8,0.01
-32.5067094,116.9638962,300,3.900000095,104843.013,152533,7,1.32,3.5,1.49,12.91,33.1,3.3,3.6,-57,62,999,13.8,-8.1,42.4,152533,-3.4,0.49,-0.9,0
-32.5067593,116.9638754,300,3.900000095,104843.981,152534,4.9,1.32,2.6,1.52,12.91,33.1,3.6,4.8,-62,82,975,14.1,-7.5,42.4,152534,-4.5,0.5,-0.9,0
-32.5068087,116.9638585,300,3.900000095,104844.991,152535,7.3,1.63,5.3,1.64,12.91,33.1,3.3,4.8,-58,86,1027,13.9,-7.5,42.4,152535,-6.2,0.83,-0.6,-0.01
-32.5068522,116.963845,300,3.900000095,104845.985,152536,10.3,1.84,6.5,1.76,12.91,33.1,3.6,3.6,-64,63,1018,14.1,-8,42.3,152536,-7.1,1.06,-0.5,-0.01
-32.5068958,116.9638237,300,3.900000095,104847.098,152537,5,2.06,3.5,1.5,12.91,33.1,7.2,7.1,-84,82,661,13.6,-5.6,42.4,152537,-6.1,0.75,-0.3,-0.05
-32.5069388,116.9637975,300,3.900000095,104848.088,152538,2.9,2.4,3.4,1.56,12.91,33.1,2.5,2.1,-36,31,833,14.6,-8,42,152538,-10.6,1.07,-0.2,-0.06
-32.5069848,116.9637849,300,3.900000095,104849.077,152539,3.8,2.85,4.3,1.64,12.91,33.1,2.8,4.4,-45,70,923,14.4,-8,42.2,152539,-12.2,1.35,0.1,-0.09
-32.5070295,116.963771,300,3.900000095,104850.052,152540,19.3,2.81,15.2,1.46,12.91,33.1,4,3.3,-62,50,877,13.9,-8.3,42.3,152540,0.4,1.09,0.6,-0.1
-32.5070809,116.9637619,301,3.900000095,104850.98,152541,47.2,2.01,28.1,1.11,12.91,33.1,4.2,1.9,-74,33,1003,14.1,-8.3,42.4,152541,16.4,0.83,0.7,-0.07
-32.5071216,116.9637462,300,3.900000095,104851.998,152542,49.4,1.41,24.2,1.23,12.91,33.1,3,3.7,-55,67,1040,14.3,-7.7,42.3,152542,21.4,0.41,0.2,-0.03
-32.5071676,116.9637245,300,3.900000095,104852.987,152543,40.9,1.1,19.2,1.28,12.91,33.1,5.1,1.7,-71,24,795,13.8,-11.6,41.6,152543,19.2,0.19,-0.2,0
-32.5072145,116.9637188,299,3.900000095,104853.987,152544,17.7,1.23,7.2,1.47,12.91,33.1,4,4.4,-73,80,1037,13.8,-8,42.4,152544,3.5,0.4,-0.7,0
-32.5072549,116.9636996,299,3.900000095,104854.967,152545,10,1.13,4.5,1.52,12.91,33.1,9.1,3.3,-112,40,705,13.2,-7.1,42.6,152545,0.7,0.34,-0.8,0.02
-32.5073003,116.9636846,299,3.900000095,104855.987,152546,7.5,1.14,3.1,1.42,12.91,33.1,3.6,9.9,-48,134,772,14.4,-5.9,42.3,152546,-0.9,0.33,-0.9,0
-32.5073388,116.963665,299,3.900000095,104857.004,152547,6.7,1.2,3.4,1.47,12.91,33.1,2.8,2.5,-43,38,882,13.8,-8.5,42.4,152547,-1.8,0.38,-0.8,0
-32.5073811,116.9636481,300,3.900000095,104857.988,152548,8.5,1.24,5.1,1.45,12.91,33.1,3.5,4.3,-57,71,938,13.4,-7.9,42.6,152548,-0.5,0.38,-0.6,0
-32.5074172,116.9636201,300,3.900000095,104858.996,152549,8.2,1.29,5.7,1.4,12.91,33.1,6.1,4.2,-79,53,738,13.3,-8.6,42.5,152549,-0.2,0.34,-0.6,-0.01
-32.5074569,116.9635995,299,3.900000095,104900.033,152550,8.3,1.37,6.8,1.48,12.91,33.1,3.8,3.7,-68,66,1029,13.4,-8.1,42.6,152550,-0.3,0.45,-0.4,-0.01
-32.5075047,116.9635888,299,3.900000095,104900.972,152551,8.6,1.36,6.4,1.54,12.91,33.1,4.1,3.9,-75,70,1036,13.3,-8.2,42.6,152551,-1.1,0.49,-0.5,-0.01
-32.5075455,116.963574,299,3.900000095,104902.009,152552,8.5,1.38,6.7,1.49,12.91,33.1,3.9,3.4,-69,60,1021,13.5,-8.4,42.6,152552,-0.6,0.47,-0.5,-0.01
-32.507586,116.9635582,300,3.900000095,104902.997,152553,9.7,1.46,7,1.46,12.91,33.1,4,3,-69,52,1004,13.5,-8.6,42.5,152553,-0.2,0.53,-0.5,-0.01
-32.5076217,116.963546,300,3.900000095,104903.987,152554,11.1,1.53,7.7,1.56,12.91,33.1,2.9,3.9,-52,69,1021,13.8,-8.4,42.5,152554,-1.1,0.68,-0.5,-0.01
-32.5076604,116.9635366,300,3.900000095,104904.989,152555,11.5,1.6,7.1,1.45,12.91,33.1,2.9,2.7,-50,46,993,13.3,-8.3,42.6,152555,-0.7,0.61,-0.5,-0.02
-32.5076857,116.963525,300,3.900000095,104906.048,152556,10.6,1.69,7,1.42,12.91,33.1,2.5,2.8,-43,48,1002,13.2,-9.1,42.6,152556,-0.2,0.64,-0.4,-0.03
-32.5077048,116.9635125,300,3.710000038,104906.977,152557,13,1.79,9,1.33,12.91,33.1,3,7.7,-45,115,857,13.4,-6.5,42.7,152557,2.3,0.53,-0.3,-0.04
-32.5077245,116.9634945,301,3.525000095,104907.992,152558,11.5,1.99,8.4,1.37,12.91,33.1,1.7,1.4,-30,26,1046,12.9,-9.6,42.7,152558,0.9,0.68,-0.3,-0.05
-32.5077393,116.9634739,301,3.328999996,104908.987,152559,9.9,2.25,7.8,1.36,12.91,33.1,3,-1.2,-54,-21,1052,10.3,-12,43.1,152559,-0.9,0.74,-0.2,-0.07
-32.5077465,116.9634436,302,3.163000107,104909.984,152600,10.3,2.32,7.2,1.12,12.91,33.1,5.4,-2.7,-100,-50,1053,4.4,-15.4,43.5,152600,-0.7,0.75,-0.3,-0.08
-32.5077442,116.9634208,303,3,104911.009,152601,11.2,2.42,7.2,1.04,12.91,33.1,5.4,-2.1,-98,-38,1052,-3.4,-17,43.7,152601,-0.8,0.69,-0.3,-0.09
-32.5077345,116.9633797,303,3.325000048,104911.988,152602,11.4,2.34,7.8,1.1,12.91,33.1,4.8,-1.6,-88,-29,1052,-11.7,-15,43.6,152602,-0.5,0.7,-0.4,-0.08
-32.5077109,116.9633509,303,3.351999998,104912.971,152603,9.9,2.12,6.5,1.31,12.91,33.1,3,-0.8,-54,-14,1043,-17.5,-9.3,43.3,152603,-0.4,0.64,-0.4,-0.07
-32.5076496,116.9633283,303,3.900000095,104913.992,152604,9.5,2.12,5.8,1.55,12.91,33.1,2.1,2.2,-33,34,925,-19.5,-1.5,42.4,152604,-1.3,0.89,-0.6,-0.05
-32.5076099,116.9633472,303,3.900000095,104915.015,152605,9.6,2.17,6.3,1.32,12.91,33.1,-0.3,0,5,0,893,-18.4,5,41.7,152605,-1.2,0.75,-0.6,-0.06
-32.5075704,116.9633741,303,3.900000095,104915.989,152606,11.1,2.26,6.5,1.41,12.91,33.1,-1.2,1,21,17,1039,-16.5,7.2,41.5,152606,-1.3,0.9,-0.6,-0.06
-32.5075287,116.9634016,301,3.900000095,104917.004,152607,8.6,2.31,8,0.93,12.91,33.1,-1.5,5.3,27,96,1042,-16.6,6.9,41.6,152607,-0.1,0.71,-0.1,-0.09
-32.5074859,116.9634276,301,3.900000095,104918.006,152608,8.1,1.89,5.7,1.35,12.91,33.1,-1,7.2,18,131,1036,-17,7,41.5,152608,-1.9,0.72,-0.5,-0.04
-32.5074249,116.9634646,303,3.900000095,104918.99,152609,9.2,1.73,6.2,1.47,12.91,33.1,-0.7,6.2,11,105,974,-17.5,6.6,41.4,152609,-0.6,0.69,-0.6,-0.03
-32.5073805,116.9634894,303,3.900000095,104920.04,152610,9.9,1.51,6.7,1.48,12.91,33.1,-2.5,6.6,41,108,942,-17.3,5.2,41.9,152610,0.2,0.53,-0.6,-0.01
-32.5073356,116.9635002,303,3.900000095,104920.986,152611,9.1,1.46,6.1,1.37,12.91,33.1,-2.2,7,31,97,794,-17.7,4.8,41.8,152611,0.9,0.4,-0.6,-0.02
-32.5072886,116.9635254,303,3.900000095,104921.998,152612,10.4,1.42,7.5,1.34,12.91,33.1,-2.1,4.7,35,79,969,-16.5,5.7,42,152612,1.4,0.42,-0.6,-0.02
-32.5072449,116.9635437,303,3.900000095,104922.985,152613,11.7,1.34,7.4,1.43,12.91,33.1,-1.3,6.6,21,112,973,-17.4,6,41.7,152613,1.2,0.45,-0.6,-0.01
-32.5071921,116.9635656,301,3.900000095,104924,152614,10.7,1.46,7.9,1.43,12.91,33.1,-3.4,8.2,48,115,808,-17.4,5.8,41.6,152614,1.1,0.45,-0.4,-0.01
-32.5071429,116.9635915,301,3.900000095,104924.985,152615,12.4,1.27,8.5,1.51,12.91,33.1,-2.3,6.2,39,104,955,-17.4,5.9,41.7,152615,1.6,0.47,-0.5,0
-32.507095,116.9636101,301,3.900000095,104925.999,152616,11.4,1.25,7.2,1.48,12.91,33.1,-1.2,5.7,21,100,1001,-17.7,5.4,41.7,152616,0.3,0.45,-0.6,0
-32.5070466,116.9636342,301,3.900000095,104926.988,152617,9.3,1.28,5.2,1.44,12.91,33.1,-1.7,5.7,25,86,864,-17.7,6.1,41.4,152617,-0.8,0.4,-0.7,0
-32.5070057,116.9636572,300,3.900000095,104927.69,152618,9.3,1.42,5.7,1.44,12.91,33.1,-2.1,6.8,36,118,999,-17.7,5.4,41.6,152618,-1.3,0.5,-0.6,-0.01
-32.5069632,116.9636774,301,3.900000095,104928.716,152619,12.3,1.57,7.2,1.44,12.91,33.1,-1.7,5.2,30,92,1017,-18.1,4.6,41.7,152619,0.5,0.51,-0.4,-0.02
-32.5069219,116.9636876,301,3.900000095,104929.69,152620,33.5,1.18,21.6,1.31,12.91,33.1,-2.5,4.3,45,78,1047,-18,5,41.6,152620,15,0.31,0,0
-32.5068774,116.9637068,301,3.900000095,104930.705,152621,46.8,1.71,23.8,1.16,12.91,33.1,-0.6,5.6,11,102,1033,-18.5,5.3,41.5,152621,19,0.51,0.3,-0.05
-32.5068216,116.9637233,300,3.900000095,104931.675,152622,47.1,1.86,22.6,1.13,12.91,33.1,-0.6,5.5,10,99,1035,-18.6,5.2,41.6,152622,14.2,0.93,0.2,-0.05
-32.5067726,116.9637493,299,3.900000095,104932.693,152623,16.7,2.97,8,1.61,12.91,33.1,-2.5,5.5,39,86,899,-18.4,4.9,41.6,152623,-5.9,1.38,0.1,-0.1
-32.5067247,116.9637657,299,3.900000095,104933.681,152624,4.1,2.84,2.2,1.88,12.91,33.1,-2,4.7,36,84,1026,-18.5,4.5,41.6,152624,-14.8,1.58,-0.2,-0.07
-32.5066803,116.9637995,300,3.900000095,104934.71,152625,3.7,2.35,2.4,1.72,12.91,33.1,-0.4,5.4,7,94,1003,-19,4.9,41.4,152625,-12.3,1.26,-0.4,-0.04
-32.5066373,116.9638157,298,3.900000095,104935.683,152626,5.5,2.03,3.1,1.67,12.91,33.1,-0.6,4.2,11,72,995,-18.7,4.5,41.6,152626,-9.7,1.07,-0.5,-0.02
-32.5065793,116.9638294,297,3.900000095,104936.72,152627,10.6,1.72,5.8,1.75,12.91,33.1,-0.7,4.6,11,82,1020,-18.1,4.9,41.7,152627,-5.6,0.93,-0.6,0
-32.5065326,116.9638499,297,3.900000095,104937.697,152628,11.3,1.46,7.3,1.64,12.91,33.1,-1.7,4.7,30,85,1033,-17.9,4.6,41.8,152628,-3.3,0.73,-0.7,0
-32.5064886,116.9638692,297,3.900000095,104938.719,152629,5.5,1.29,2.6,1.55,12.91,33.1,-2,5.7,35,99,994,-18.2,5.1,41.6,152629,-5,0.56,-0.9,0.01
-32.5064431,116.9638865,297,3.900000095,104939.71,152630,7.9,1.16,4.7,1.55,12.91,33.1,-1.1,6.5,20,116,1023,-18.5,4.3,41.7,152630,-2.4,0.46,-0.9,0.01
-32.5063976,116.9639085,299,3.900000095,104940.688,152631,11.1,1.08,6.2,1.49,12.91,33.1,-1.6,4.6,28,81,1018,-18.3,4,41.9,152631,0.6,0.37,-0.8,0.02
-32.5063422,116.9639175,298,3.900000095,104941.7,152632,17.2,0.97,11.4,1.45,12.91,33.1,-1.5,6.1,26,107,1009,-18.2,4,41.9,152632,5.7,0.28,-0.6,0.02
-32.5062941,116.9639393,299,3.900000095,104942.715,152633,24,0.91,15.2,1.39,12.91,33.1,-2,4.6,36,81,1008,-18.2,4.1,42,152633,10.5,0.21,-0.4,0.02
-32.5062594,116.9639509,299,3.900000095,104943.694,152634,25.2,0.86,15.2,1.36,12.91,33.1,-2.2,3.7,39,65,994,-18.2,3.6,42,152634,11.9,0.16,-0.5,0.02
-32.5062069,116.9639751,298,3.900000095,104944.674,152635,26,0.88,15,1.38,12.91,33.1,-1.5,5,27,91,1046,-18.4,4.7,41.7,152635,12.4,0.16,-0.5,0.02
-32.5061589,116.9639939,298,3.900000095,104945.701,152636,24.7,0.86,13.8,1.38,12.91,33.1,-0.8,4.6,14,82,1021,-18.7,4.3,41.8,152636,11.4,0.15,-0.5,0.02
-32.5061158,116.9640203,297,3.900000095,104946.686,152637,24.8,0.94,14.3,1.34,12.91,33.1,-1.5,4.7,27,85,1030,-18.4,4.7,41.7,152637,11.9,0.16,-0.4,0.01
-32.5060721,116.9640442,297,3.900000095,104947.714,152638,21.5,0.94,11.9,1.37,12.91,33.1,-1.3,5.5,22,99,1027,-18.6,4.8,41.7,152638,9.5,0.18,-0.6,0.01
-32.5060241,116.9640584,296,3.900000095,104948.706,152639,24,0.87,12.8,1.35,12.91,33.1,-1,4.6,18,82,1038,-18.8,4.4,41.7,152639,11,0.16,-0.6,0.02
-32.5059663,116.964081,295,3.900000095,104949.7,152640,33.2,0.89,17.3,1.35,12.91,33,-1,5,19,91,1049,-18.8,4.3,41.6,152640,16.1,0.16,-0.4,0.02
-32.5059252,116.9641019,295,3.900000095,104950.701,152641,42.1,0.88,21.7,1.41,12.91,33,-1.3,5,22,90,1030,-18.9,4.3,41.6,152641,20.7,0.16,-0.3,0.02
-32.505881,116.9641128,295,3.900000095,104951.717,152642,37.4,0.91,18.4,1.38,12.91,33,-1.2,4.6,20,81,1024,-18.7,3.8,41.9,152642,18,0.17,-0.4,0.02
-32.5058323,116.9641301,295,3.900000095,104952.711,152643,36.5,0.9,17.9,1.37,12.91,33,-0.5,6.8,8,105,879,-18.9,4.5,41.6,152643,17.4,0.16,-0.4,0.02
-32.5057846,116.9641475,294,3.900000095,104953.773,152644,39.6,0.92,20.9,1.33,12.91,33,-1.1,4.4,19,79,1042,-18.9,3.6,41.9,152644,19.6,0.19,-0.3,0.01
-32.5057421,116.9641695,294,3.900000095,104954.805,152645,41.7,0.96,21.7,1.37,12.91,33,-0.8,4,14,72,1035,-19,3.1,41.9,152645,20.7,0.22,-0.2,0.01
-32.5056913,116.9641847,294,3.900000095,104955.685,152646,46.5,1.07,23.9,1.39,12.91,33,-1.5,1.8,24,29,949,-18.8,3.1,42,152646,23.5,0.24,-0.1,0.01
-32.5056457,116.9642008,294,3.900000095,104956.69,152647,52.3,1.06,28.4,1.39,12.91,33,-0.8,2.8,13,49,1018,-19,3.7,41.8,152647,27.3,0.26,0.1,0.01
-32.5055947,116.9642259,294,3.900000095,104957.718,152648,52.2,0.98,25.9,1.45,12.91,33,-1.1,4,19,71,1026,-18.9,3.4,41.9,152648,25.9,0.27,0,0.02
-32.5055468,116.9642462,294,3.900000095,104958.701,152649,66.4,0.96,35.9,1.44,12.91,33,-0.7,3.9,11,70,1026,-19.3,3.8,41.7,152649,35.6,0.25,0.5,0.02
-32.5055011,116.9642646,294,3.900000095,104959.68,152650,94.1,0.99,51.6,1.45,12.91,33,-0.5,3.8,8,67,999,-19.4,3.4,41.7,152650,51.7,0.25,1.1,0.02
-32.5054515,116.9642863,293,3.900000095,105000.712,152651,85.9,1.11,44.2,1.44,12.91,33,-0.5,3.5,9,63,1021,-19.1,3.4,41.8,152651,46.5,0.33,0.8,0.01
-32.5054099,116.9643001,293,3.900000095,105001.678,152652,83,1.34,42.9,1.49,12.91,33,-0.8,3.3,14,57,1006,-19.1,3.6,41.8,152652,44.7,0.42,0.7,0
-32.5053714,116.9643158,293,3.900000095,105002.706,152653,76.4,1.3,34.5,1.45,12.91,33,-0.6,2.7,11,48,1022,-19.4,3,41.8,152653,38.3,0.37,0.3,0
-32.5053245,116.9643395,293,3.900000095,105003.683,152654,78.6,1.46,36.3,1.46,12.91,33,-1,4.9,17,85,994,-19.5,4.2,41.5,152654,40.3,0.45,0.4,-0.01
-32.5052779,116.9643588,293,3.900000095,105004.706,152655,78.1,1.41,33.4,1.42,12.91,33,0.5,8.3,-6,106,730,-19.5,5.1,41,152655,38.6,0.39,0.2,-0.01
-32.5052272,116.9643739,293,3.900000095,105005.704,152656,81.6,1.59,36.1,1.49,12.91,33,-0.5,3.6,8,64,1018,-19.3,4,41.6,152656,40.5,0.56,0.4,-0.01
-32.5051734,116.9643889,292,3.900000095,105006.688,152657,93.8,1.62,42.4,1.47,12.91,33,-0.2,4.6,3,81,1005,-19.4,3.8,41.6,152657,47.5,0.58,0.7,-0.01
-32.5051299,116.9644076,291,3.900000095,105007.672,152658,104.1,1.59,49.7,1.53,12.91,33,-0.6,3.9,11,68,1003,-19.4,3.5,41.6,152658,54.3,0.57,0.9,-0.01
-32.5050845,116.9644263,291,3.900000095,105008.704,152659,78.3,1.34,29.9,1.51,12.91,33,-0.6,2.6,11,46,1031,-19.3,3.4,41.7,152659,37.6,0.49,0,0.01
-32.5050404,116.9644478,292,3.900000095,105009.689,152700,63.6,1.36,26.4,1.51,12.91,33,-0.5,3.1,9,57,1049,-19.1,4,41.7,152700,31.3,0.5,0,0
-32.5049901,116.9644685,291,3.900000095,105010.71,152701,58.6,1.42,25.3,1.47,12.91,33,-0.9,5.2,16,91,1002,-19.1,4.8,41.4,152701,29.1,0.48,0,-0.01
-32.5049449,116.964482,291,3.900000095,105011.706,152702,58.8,1.56,27,1.48,12.91,33,-0.7,4,12,70,1006,-19,4.2,41.5,152702,29.8,0.54,0,-0.01
-32.504901,116.9644982,291,3.900000095,105012.668,152703,51.1,1.72,20.8,1.47,12.91,33,-0.5,3.4,8,62,1041,-19.1,4.1,41.6,152703,24.1,0.55,-0.3,-0.03
-32.5048552,116.9645225,291,3.900000095,105013.712,152704,44.1,1.52,16.9,1.43,12.91,33,-0.8,4,14,70,1015,-19,4.6,41.5,152704,19.9,0.49,-0.4,-0.02
-32.5048113,116.9645356,290,3.900000095,105014.709,152705,40.7,1.49,16,1.49,12.91,33,-1.4,4.7,25,85,1040,-18.9,4.8,41.5,152705,18.4,0.55,-0.4,-0.01
-32.5047675,116.9645593,289,3.900000095,105015.708,152706,39.6,1.51,15.2,1.39,12.91,33,-0.5,3.6,8,63,1013,-19,4.2,41.6,152706,17.5,0.52,-0.5,-0.02
-32.5047283,116.9645884,289,3.900000095,105016.678,152707,40.5,1.74,16.4,1.47,12.91,33,-0.4,3.9,7,69,1015,-19,4.3,41.5,152707,18,0.61,-0.4,-0.03
-32.504687,116.9646097,290,3.900000095,105017.723,152708,35.5,1.74,13,1.4,12.91,33,0,4.7,0,84,1036,-18.7,4.7,41.5,152708,15,0.59,-0.6,-0.03
-32.5046465,116.9646303,290,3.900000095,105018.688,152709,30.7,1.54,10.3,1.46,12.91,33,-2.5,5.2,34,70,775,-18.3,4.2,41.7,152709,12.2,0.5,-0.7,-0.01
-32.5046034,116.964653,291,3.900000095,105019.685,152710,28.6,1.48,10.3,1.49,12.91,33,-1.3,4.1,24,73,1021,-18.4,4,41.9,152710,10.9,0.55,-0.7,-0.01
-32.5045577,116.964675,291,3.900000095,105020.707,152711,23.2,1.5,7.7,1.38,12.91,33,-1.4,4.6,26,82,1033,-18.5,4.2,41.7,152711,7.8,0.48,-0.8,-0.02
-32.5045132,116.9646851,291,3.900000095,105021.699,152712,17.1,1.6,5.5,1.43,12.91,33,-1.7,4.4,29,78,1011,-18.6,3.8,41.8,152712,4.8,0.51,-0.9,-0.02
-32.5044748,116.9647039,290,3.900000095,105022.717,152713,12.3,1.63,4.2,1.32,12.91,33,-0.8,4.4,13,80,1036,-18.5,4.2,41.8,152713,2.2,0.5,-0.8,-0.03
-32.5044337,116.9647195,290,3.900000095,105023.709,152714,10.8,1.86,4.7,1.41,12.91,33,-0.8,4.9,12,76,892,-18.7,4,41.8,152714,1.2,0.58,-0.7,-0.04
-32.5043898,116.9647357,289,3.900000095,105024.696,152715,10.9,2.03,6.4,1.3,12.91,33,-1.8,5.1,31,91,1012,-18.7,3.9,41.8,152715,2.2,0.57,-0.5,-0.06
